"1","581","家电数码","1201","MP3/MP4/iPod/录音笔","1201","MP3/MP4/iPod/录音笔","0","0","",""
"2","581","家电数码","1101","笔记本电脑","1101","笔记本电脑","0","0","",""
"3","581","家电数码","50019780","平板电脑/MID","50019780","平板电脑/MID","0","0","",""
"4","581","家电数码","1512","手机","1512","手机","0","0","",""
"5","581","家电数码","50011972","影音电器","50011972","影音电器","0","0","",""
"6","427","珠宝配饰","28","ZIPPO/瑞士军刀/眼镜","28","ZIPPO/瑞士军刀/眼镜","0","0","",""
"7","427","珠宝配饰","50011397","珠宝/钻石/翡翠/黄金","50011397","珠宝/钻石/翡翠/黄金","0","0","",""
"8","2238","母婴潮童","50014812","婴童用品","50014812","婴童用品","0","0","",""
"9","2238","母婴潮童","50022517","孕妇装/孕产妇用品/营养","50022517","孕妇装/孕产妇用品/营养","0","0","",""
"10","1756","其他","2813","成人用品/情趣用品","2813","成人用品/情趣用品","0","0","",""
"11","1756","其他","34","音乐/影视/明星/音像","34","音乐/影视/明星/音像","0","0","",""
"12","1756","其他","50158001","网络店铺代金/优惠券","50158001","网络店铺代金/优惠券","0","0","",""
"13","1756","其他","123536002","阿里通信专属类目","123536002","阿里通信专属类目","0","0","",""
"14","1756","其他","50023724","其他","50023724","其他","0","0","",""
"15","1756","其他","124568010","室内设计师","124568010","室内设计师","0","0","",""
"16","1756","其他","120894001","淘女郎","120894001","淘女郎","0","0","",""
"17","1756","其他","2128","已删除","2128","已删除","0","0","",""
"18","1756","其他","121266001","众筹","121266001","众筹","0","0","",""
"19","1756","其他","124698018","装修服务","124698018","装修服务","0","0","",""
"20","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","50009037","耳套","0","0","",""
"21","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","121366010","口袋巾","0","0","",""
"22","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","50001248","领带夹","0","0","",""
"23","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","302910","帽子","0","0","",""
"24","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","50009047","其他配件","0","0","",""
"25","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","50009035","手帕","0","0","",""
"26","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","50010410","手套","0","0","",""
"27","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","50007003","围巾/丝巾/披肩","0","0","",""
"28","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","302909","袖扣","0","0","",""
"29","427","珠宝配饰","50010404","服饰配件/皮带/帽子/围巾","50009032","腰带/皮带/腰链","0","0","",""
"30","2060","个护清洁","50025705","洗护清洁剂/卫生巾/纸/香薰","50022679","面膜/眼膜","0","0","",""
"31","2060","个护清洁","50025705","洗护清洁剂/卫生巾/纸/香薰","50460022","其它","0","0","",""
"32","2060","个护清洁","50025705","洗护清洁剂/卫生巾/纸/香薰","50018960","室内除臭/芳香用品","0","0","",""
"33","2060","个护清洁","50025705","洗护清洁剂/卫生巾/纸/香薰","50464015","头发清洁/护理/造型","0","0","",""
"34","2060","个护清洁","50025705","洗护清洁剂/卫生巾/纸/香薰","50016889","卫生巾/成人尿裤/私处护理","0","0","",""
"35","2060","个护清洁","50025705","洗护清洁剂/卫生巾/纸/香薰","2165","香熏用品","0","0","",""
"36","2060","个护清洁","50025705","洗护清洁剂/卫生巾/纸/香薰","50012473","纸品/湿巾","0","0","",""
"37","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012777","保暖裤","0","0","",""
"38","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50008885","保暖上装","0","0","",""
"39","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012778","保暖套装","0","0","",""
"40","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012786","插片/胸垫","0","0","",""
"41","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012787","搭扣","0","0","",""
"42","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50010394","吊带/背心/T恤","0","0","",""
"43","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012785","吊袜带","0","0","",""
"44","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50008890","肚兜","0","0","",""
"45","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50006846","短袜/打底袜/丝袜/美腿袜","0","0","",""
"46","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012784","肩带","0","0","",""
"47","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50008888","抹胸","0","0","",""
"48","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50008882","内裤","0","0","",""
"49","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50008889","乳贴","0","0","",""
"50","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012766","睡裤/家居裤","0","0","",""
"51","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012773","睡袍/浴袍","0","0","",""
"52","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012771","睡裙","0","0","",""
"53","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012772","睡衣/家居服套装","0","0","",""
"54","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50008886","睡衣上装","0","0","",""
"55","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012776","塑身分体套装","0","0","",""
"56","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012781","塑身连体衣","0","0","",""
"57","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012774","塑身美体裤","0","0","",""
"58","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50008884","塑身上衣","0","0","",""
"59","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50012775","塑身腰封/腰夹","0","0","",""
"60","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50008881","文胸","0","0","",""
"61","1814","时尚服饰","1625","女士内衣/男士内衣/家居服","50008883","文胸套装","0","0","",""
"62","1506","鞋靴箱包","50006843","女鞋","50012027","低帮鞋","0","0","",""
"63","1506","鞋靴箱包","50006843","女鞋","50012042","帆布鞋","0","0","",""
"64","1506","鞋靴箱包","50006843","女鞋","50012825","高帮鞋","0","0","",""
"65","1506","鞋靴箱包","50006843","女鞋","50012032","凉鞋","0","0","",""
"66","1506","鞋靴箱包","50006843","女鞋","50012033","拖鞋","0","0","",""
"67","1506","鞋靴箱包","50006843","女鞋","50012028","靴子","0","0","",""
